"Local.Time","Rainfall","meanWindSpeeds","meanWindDirections","stdDevWindDirections","Station.Longitude","Station.Latitude","StationID","Temperature"
2020-04-14 08:00:00,0,3.4,239,13.5,135.73,-33.13,"scaddan",7.32606251764886
2020-04-14 09:00:00,0,3.2,241,11.7,135.73,-33.13,"scaddan",12.3988270474946
2020-04-14 10:00:00,0,1.6,248,10.5,135.73,-33.13,"scaddan",13.6887433839559
2020-04-14 11:00:00,0,1.9,248,11.6,135.73,-33.13,"scaddan",16.6452067084484
2020-04-14 12:00:00,0,1.2,257,29.9,135.73,-33.13,"scaddan",18.04638017419
2020-04-14 13:00:00,0,1.2,235,19.5,135.73,-33.13,"scaddan",23.0758583493968
2020-04-14 14:00:00,0,2.1,228,10.6,135.73,-33.13,"scaddan",26.2159091116656
2020-04-14 15:00:00,0,1.6,213,19.9,135.73,-33.13,"scaddan",22.7617877581597
2020-04-14 16:00:00,0,1.6,198,17.2,135.73,-33.13,"scaddan",23.6186320441508
2020-04-14 17:00:00,0,1.6,193,18.8,135.73,-33.13,"scaddan",23.4277645729428
2020-04-14 18:00:00,0,1.2,211,23,135.73,-33.13,"scaddan",20.9247710807899
2020-04-14 19:00:00,0,0.8,175,20.1,135.73,-33.13,"scaddan",21.4820678054348
2020-04-14 20:00:00,0,0.7,189,20.8,135.73,-33.13,"scaddan",17.2324991962413
2020-04-14 21:00:00,0,0.4,195,17.5,135.73,-33.13,"scaddan",17.6385203814815
2020-04-14 22:00:00,0,1.2,141,47.8,135.73,-33.13,"scaddan",10.7549941512364
2020-04-14 23:00:00,0,3.1,138,17.4,135.73,-33.13,"scaddan",11.1018228081206
2020-04-15 00:00:00,0,4,138,20.3,135.73,-33.13,"scaddan",5.45880649521517
2020-04-15 01:00:00,0,4.1,118,22.6,135.73,-33.13,"scaddan",5.73519400224839
2020-04-15 02:00:00,0,3.6,138,33.3,135.73,-33.13,"scaddan",1.11888075915028
2020-04-15 03:00:00,0,3.1,146,44.1,135.73,-33.13,"scaddan",4.68245673567633
2020-04-15 04:00:00,0,3,142,47.3,135.73,-33.13,"scaddan",0.594898295953302
2020-04-15 05:00:00,0,2.8,132,51.1,135.73,-33.13,"scaddan",-1.43113863850373
2020-04-15 06:00:00,0,3.2,136,34.7,135.73,-33.13,"scaddan",5.00280586852656
2020-04-15 07:00:00,0,2.7,130,32.3,135.73,-33.13,"scaddan",4.75656653887036
2020-04-15 08:00:00,0,1.9,140,17,135.73,-33.13,"scaddan",9.35615257191754
2020-04-15 09:00:00,0,0.6,187,27.8,135.73,-33.13,"scaddan",10.3243164747092
2020-04-15 10:00:00,0,0.6,195,41.9,135.73,-33.13,"scaddan",13.9702988209437
2020-04-15 11:00:00,0,0.6,224,27.4,135.73,-33.13,"scaddan",15.5172603062828
2020-04-15 12:00:00,0,0.5,244,13.7,135.73,-33.13,"scaddan",20.1128236249976
2020-04-15 13:00:00,0,0.8,223,23.9,135.73,-33.13,"scaddan",20.5067546581588
2020-04-15 14:00:00,0,0.6,216,62.9,135.73,-33.13,"scaddan",20.2334932023682
2020-04-15 15:00:00,0,1.2,186,73.7,135.73,-33.13,"scaddan",23.9553170462527
2020-04-15 16:00:00,0,1.9,180,10.9,135.73,-33.13,"scaddan",26.0966355576338
2020-04-15 17:00:00,0,2,151,13.9,135.73,-33.13,"scaddan",23.9422537800318
2020-04-15 18:00:00,0,1.8,143,24.7,135.73,-33.13,"scaddan",27.2590264487271
2020-04-15 19:00:00,0,1.8,147,37.1,135.73,-33.13,"scaddan",22.6971512784452
2020-04-15 20:00:00,0,1.6,175,32.4,135.73,-33.13,"scaddan",16.5798018731454
2020-04-15 21:00:00,0,0.8,181,21.6,135.73,-33.13,"scaddan",17.226155854845
2020-04-15 22:00:00,0,1,128,69.9,135.73,-33.13,"scaddan",9.53815150804341
2020-04-15 23:00:00,0,2.4,57,23.3,135.73,-33.13,"scaddan",9.26963390182405
2020-04-16 00:00:00,0,3.4,57,22.5,135.73,-33.13,"scaddan",9.59499476031586
2020-04-16 01:00:00,0,3.2,57,23.6,135.73,-33.13,"scaddan",5.99329476883356
2020-04-16 02:00:00,0,2.5,41,41.1,135.73,-33.13,"scaddan",1.63728063809941
2020-04-16 03:00:00,0,1.8,49,65.8,135.73,-33.13,"scaddan",3.62508954170494
2020-04-16 04:00:00,0,2.2,153,90.5,135.73,-33.13,"scaddan",0.169945138505592
2020-04-16 05:00:00,0,2.1,132,76.9,135.73,-33.13,"scaddan",1.94087492497092
2020-04-16 06:00:00,0,1.5,72,59.1,135.73,-33.13,"scaddan",2.70681238661754
2020-04-16 07:00:00,0,1.4,148,69.3,135.73,-33.13,"scaddan",3.16014475634785
2020-04-16 08:00:00,0,1.5,103,24.5,135.73,-33.13,"scaddan",8.16186529238707
2020-04-16 09:00:00,0,1.1,111,121.7,135.73,-33.13,"scaddan",12.0503576052644
2020-04-16 10:00:00,0,0.5,236,70.1,135.73,-33.13,"scaddan",12.5402719079836
2020-04-16 11:00:00,0,0.9,205,58.7,135.73,-33.13,"scaddan",13.8901212539891
2020-04-16 12:00:00,0,0.9,227,75.8,135.73,-33.13,"scaddan",22.3458139556029
2020-04-16 13:00:00,0,2,193,19,135.73,-33.13,"scaddan",19.0386747448855
2020-04-16 14:00:00,0,2.2,169,12.6,135.73,-33.13,"scaddan",25.3690833002622
2020-04-16 15:00:00,0,1.4,163,48.8,135.73,-33.13,"scaddan",28.2124140752386
2020-04-16 16:00:00,0,0.6,227,58.4,135.73,-33.13,"scaddan",24.9497911039878
2020-04-16 17:00:00,0,0.5,238,29.3,135.73,-33.13,"scaddan",22.3931822937079
2020-04-16 18:00:00,0,0.5,181,45.3,135.73,-33.13,"scaddan",23.8083724442751
2020-04-16 19:00:00,0,0.6,189,56.9,135.73,-33.13,"scaddan",16.7003776019375
2020-04-16 20:00:00,0,0.5,200,33.5,135.73,-33.13,"scaddan",15.8635216990584
2020-04-16 21:00:00,0,0.6,207,31.6,135.73,-33.13,"scaddan",14.8675437837853
2020-04-16 22:00:00,0,0.6,215,107.5,135.73,-33.13,"scaddan",10.9979095685361
2020-04-16 23:00:00,0,0.9,28,78.7,135.73,-33.13,"scaddan",10.1089178341291
2020-04-17 00:00:00,0,1.8,43,27.4,135.73,-33.13,"scaddan",4.87354172363116
2020-04-17 01:00:00,0,1.6,51,63.1,135.73,-33.13,"scaddan",7.41109709369718
2020-04-17 02:00:00,0,1.9,93,52.1,135.73,-33.13,"scaddan",3.70197316906731
2020-04-17 03:00:00,0,2,238,91.3,135.73,-33.13,"scaddan",5.28198102926849
2020-04-17 04:00:00,0,2.4,217,56.8,135.73,-33.13,"scaddan",3.21727309628349
2020-04-17 05:00:00,0,1.9,188,68.4,135.73,-33.13,"scaddan",-1.34804540388376
2020-04-17 06:00:00,0,2.2,216,76,135.73,-33.13,"scaddan",6.76282496302347
2020-04-17 07:00:00,0,1.8,237,43.6,135.73,-33.13,"scaddan",2.88299021281947
2020-04-17 08:00:00,0,2.5,226,14.9,135.73,-33.13,"scaddan",8.68545444832996
2020-04-17 09:00:00,0,2.9,238,12.3,135.73,-33.13,"scaddan",11.0641201254897
2020-04-17 10:00:00,0,1.6,237,18,135.73,-33.13,"scaddan",12.9616848629051
2020-04-17 11:00:00,0,1.6,222,13.4,135.73,-33.13,"scaddan",15.0309258160253
2020-04-17 12:00:00,0,1.5,201,27.7,135.73,-33.13,"scaddan",16.9217807386709
2020-04-17 13:00:00,0,0.9,155,64.6,135.73,-33.13,"scaddan",20.3233045558483
2020-04-17 14:00:00,0,1.6,132,32.3,135.73,-33.13,"scaddan",22.9338285349741
2020-04-17 15:00:00,0,2.6,117,23.2,135.73,-33.13,"scaddan",21.9116534743176
2020-04-17 16:00:00,0,3.1,111,13.5,135.73,-33.13,"scaddan",23.0492729970551
2020-04-17 17:00:00,0,2.9,114,13.7,135.73,-33.13,"scaddan",24.840600462299
2020-04-17 18:00:00,0,2.3,117,14.9,135.73,-33.13,"scaddan",22.9167664360765
2020-04-17 19:00:00,0,1.9,120,15.5,135.73,-33.13,"scaddan",21.5742937274008
2020-04-17 20:00:00,0,1.9,120,12.3,135.73,-33.13,"scaddan",20.268108933277
2020-04-17 21:00:00,0,1.1,140,24.8,135.73,-33.13,"scaddan",19.0548624852334
2020-04-17 22:00:00,0,1.5,95,19.1,135.73,-33.13,"scaddan",13.7913078967913
2020-04-17 23:00:00,0,3.3,77,18.8,135.73,-33.13,"scaddan",4.91622976340538
2020-04-18 00:00:00,0,3.4,58,23.6,135.73,-33.13,"scaddan",5.46132478516197
2020-04-18 01:00:00,0,3.4,67,22.8,135.73,-33.13,"scaddan",7.88567980258901
2020-04-18 02:00:00,0,3.1,54,23.7,135.73,-33.13,"scaddan",0.309223309827098
2020-04-18 03:00:00,0,2.8,40,25.7,135.73,-33.13,"scaddan",4.01308996239915
2020-04-18 04:00:00,0,2.7,56,41.3,135.73,-33.13,"scaddan",2.29674130619684
2020-04-18 05:00:00,0,2.3,93,61.2,135.73,-33.13,"scaddan",3.70248559956151
2020-04-18 06:00:00,0,2,103,60.3,135.73,-33.13,"scaddan",5.92916900817291
2020-04-18 07:00:00,0,2,94,50.9,135.73,-33.13,"scaddan",5.29310573862149
2020-04-18 08:00:00,0,1.7,160,17.4,135.73,-33.13,"scaddan",4.75915965221269
2020-04-18 09:00:00,0,1,179,23.4,135.73,-33.13,"scaddan",11.6776989325775
2020-04-18 10:00:00,0,0.8,177,24.3,135.73,-33.13,"scaddan",12.890090116473
2020-04-18 11:00:00,0,0.8,179,19.3,135.73,-33.13,"scaddan",17.1570607990769
2020-04-18 12:00:00,0,1,168,21.5,135.73,-33.13,"scaddan",19.9129417092891
2020-04-18 13:00:00,0,1.1,172,26.3,135.73,-33.13,"scaddan",21.3772656570213
2020-04-18 14:00:00,0,1.5,157,14.7,135.73,-33.13,"scaddan",19.2727661836877
2020-04-18 15:00:00,0,1.9,157,10.3,135.73,-33.13,"scaddan",22.1088065062065
2020-04-18 16:00:00,0,2.2,152,9.7,135.73,-33.13,"scaddan",21.1507244317691
2020-04-18 17:00:00,0,1.2,178,62.5,135.73,-33.13,"scaddan",21.7220584246781
2020-04-18 18:00:00,0,1.1,170,41,135.73,-33.13,"scaddan",21.4578650093076
2020-04-18 19:00:00,0,1,216,29.6,135.73,-33.13,"scaddan",20.4590541719228
2020-04-18 20:00:00,0,0.9,200,33.1,135.73,-33.13,"scaddan",20.6858987734859
2020-04-18 21:00:00,0,0.8,196,61.4,135.73,-33.13,"scaddan",15.7884136261179
2020-04-18 22:00:00,0,1.2,151,20.7,135.73,-33.13,"scaddan",12.6198472284802
2020-04-18 23:00:00,0,2.2,109,33.8,135.73,-33.13,"scaddan",10.5778976382723
2020-04-19 00:00:00,0,3.4,80,20.7,135.73,-33.13,"scaddan",7.02553459498838
2020-04-19 01:00:00,0,3.3,86,29.6,135.73,-33.13,"scaddan",2.87270715434468
2020-04-19 02:00:00,0,3.4,111,30.2,135.73,-33.13,"scaddan",3.12954189407136
2020-04-19 03:00:00,0,4.4,98,21.9,135.73,-33.13,"scaddan",-2.4835644666377
2020-04-19 04:00:00,0,5,91,22.9,135.73,-33.13,"scaddan",4.27817039083812
2020-04-19 05:00:00,0,4.4,79,28.3,135.73,-33.13,"scaddan",-1.64458760299144
2020-04-19 06:00:00,0,4.5,100,22.4,135.73,-33.13,"scaddan",7.3607323734663
2020-04-19 07:00:00,0,3.8,91,17.1,135.73,-33.13,"scaddan",9.35458005309912
2020-04-19 08:00:00,0,3.3,101,13.2,135.73,-33.13,"scaddan",8.44871014457503
2020-04-19 09:00:00,0,1.9,115,10.5,135.73,-33.13,"scaddan",8.12304505773505
2020-04-19 10:00:00,0,2,115,11.7,135.73,-33.13,"scaddan",13.0399664669417
2020-04-19 11:00:00,0,2.2,124,12.1,135.73,-33.13,"scaddan",13.4244611613923
2020-04-19 12:00:00,0,3,123,8.2,135.73,-33.13,"scaddan",20.1835579408921
2020-04-19 13:00:00,0,3.2,104,17.1,135.73,-33.13,"scaddan",22.4315012280639
2020-04-19 14:00:00,0,3.4,97,13.4,135.73,-33.13,"scaddan",27.0750582552034
2020-04-19 15:00:00,0,3.3,81,15.9,135.73,-33.13,"scaddan",21.5650390980317
2020-04-19 16:00:00,0,2.8,80,14.2,135.73,-33.13,"scaddan",22.7491171548287
2020-04-19 17:00:00,0,3.3,81,14.1,135.73,-33.13,"scaddan",21.9085046164542
2020-04-19 18:00:00,0,3.6,95,12.6,135.73,-33.13,"scaddan",23.5689530182707
2020-04-19 19:00:00,0,3.2,85,13.8,135.73,-33.13,"scaddan",19.5376973317074
2020-04-19 20:00:00,0,3.3,87,13.1,135.73,-33.13,"scaddan",19.9026261830176
2020-04-19 21:00:00,0,2.1,107,27.6,135.73,-33.13,"scaddan",14.6864756819161
2020-04-19 22:00:00,0,1.6,150,36.4,135.73,-33.13,"scaddan",11.2251138620628
2020-04-19 23:00:00,0,2.6,115,25.3,135.73,-33.13,"scaddan",10.9677471587746
2020-04-20 00:00:00,0.8,2.4,92,17.9,135.73,-33.13,"scaddan",6.65877479251509
2020-04-20 01:00:00,1.4,1.5,95,34.7,135.73,-33.13,"scaddan",8.67088574689836
2020-04-20 02:00:00,0.2,1.6,100,30.2,135.73,-33.13,"scaddan",4.1202984548233
2020-04-20 03:00:00,0,2.8,74,29.2,135.73,-33.13,"scaddan",3.96798870627749
2020-04-20 04:00:00,0,3.6,68,20.2,135.73,-33.13,"scaddan",3.12410163713731
2020-04-20 05:00:00,0,3.8,74,20,135.73,-33.13,"scaddan",0.984012449628927
2020-04-20 06:00:00,0,3.7,73,17.8,135.73,-33.13,"scaddan",5.35255009198896
2020-04-20 07:00:00,0,3.3,74,18.9,135.73,-33.13,"scaddan",5.1620160909701
2020-04-20 08:00:00,0,3.7,72,15.9,135.73,-33.13,"scaddan",8.47524837955404
2020-04-20 09:00:00,0,3,77,17.9,135.73,-33.13,"scaddan",12.9082242810231
2020-04-20 10:00:00,0,2.6,83,16,135.73,-33.13,"scaddan",11.9590208070605
2020-04-20 11:00:00,0,2.5,79,21.8,135.73,-33.13,"scaddan",19.1484447303313
2020-04-20 12:00:00,0.8,2.9,80,15.2,135.73,-33.13,"scaddan",18.0363635473076
2020-04-20 13:00:00,0.6,2.9,77,16.5,135.73,-33.13,"scaddan",20.2503575926875
2020-04-20 14:00:00,0,3.1,83,13.8,135.73,-33.13,"scaddan",24.7754338823995
2020-04-20 15:00:00,0,2.9,76,16.4,135.73,-33.13,"scaddan",25.0900275946752
2020-04-20 16:00:00,0,2.3,71,17.8,135.73,-33.13,"scaddan",24.6379331987221
2020-04-20 17:00:00,0,2.6,80,16.2,135.73,-33.13,"scaddan",21.0265944539713
2020-04-20 18:00:00,0,3.1,75,14.2,135.73,-33.13,"scaddan",20.513424199219
2020-04-20 19:00:00,0,2.9,76,14.3,135.73,-33.13,"scaddan",16.8455007152843
2020-04-20 20:00:00,0,2.1,102,12.4,135.73,-33.13,"scaddan",14.0648809800406
2020-04-20 21:00:00,0,2.5,101,18.2,135.73,-33.13,"scaddan",14.8580299028637
2020-04-20 22:00:00,0,3,74,17.1,135.73,-33.13,"scaddan",10.7077546025036
2020-04-20 23:00:00,0,3.3,73,20.3,135.73,-33.13,"scaddan",8.7012772985066
2020-04-21 00:00:00,0,3.6,63,19.4,135.73,-33.13,"scaddan",9.83779795647629
2020-04-21 01:00:00,0,3.4,55,21.4,135.73,-33.13,"scaddan",5.85022777241676
2020-04-21 02:00:00,0,3.1,59,27.1,135.73,-33.13,"scaddan",2.31396094128889
2020-04-21 03:00:00,0,2.8,60,42.3,135.73,-33.13,"scaddan",3.50499039186193
2020-04-21 04:00:00,0,2.8,64,37.9,135.73,-33.13,"scaddan",0.736784368095557
2020-04-21 05:00:00,0,3.3,87,30.3,135.73,-33.13,"scaddan",-0.051246178753416
2020-04-21 06:00:00,0,3.3,91,27.6,135.73,-33.13,"scaddan",3.83400085801695
2020-04-21 07:00:00,0,3.2,79,21.8,135.73,-33.13,"scaddan",8.36177663092255
2020-04-21 08:00:00,0,2.5,100,16.7,135.73,-33.13,"scaddan",5.0261595876928
2020-04-21 09:00:00,0,1.8,111,13.2,135.73,-33.13,"scaddan",9.5098590754815
2020-04-21 10:00:00,0,1.1,128,18.5,135.73,-33.13,"scaddan",12.4916858515019
2020-04-21 11:00:00,0,1,141,19.9,135.73,-33.13,"scaddan",16.5171501448632
2020-04-21 12:00:00,0,1.4,138,18.9,135.73,-33.13,"scaddan",15.3875178618121
2020-04-21 13:00:00,0,1.9,126,12.8,135.73,-33.13,"scaddan",21.6908984388845
2020-04-21 14:00:00,0,1.6,98,23.4,135.73,-33.13,"scaddan",21.1471488366238
2020-04-21 15:00:00,0,1.3,89,23.9,135.73,-33.13,"scaddan",19.6373257760431
2020-04-21 16:00:00,0,1.4,64,19.3,135.73,-33.13,"scaddan",25.4004472818067
2020-04-21 17:00:00,0,1.2,70,24.6,135.73,-33.13,"scaddan",27.4768228865079
2020-04-21 18:00:00,0,1.2,71,31.1,135.73,-33.13,"scaddan",21.1958600837173
2020-04-21 19:00:00,0,1.6,86,17.5,135.73,-33.13,"scaddan",16.9049822362652
2020-04-21 20:00:00,0,0.9,61,38.4,135.73,-33.13,"scaddan",12.6369302671465
2020-04-21 21:00:00,0,0.8,48,54.9,135.73,-33.13,"scaddan",12.3080725186223
2020-04-21 22:00:00,0,0.9,21,51,135.73,-33.13,"scaddan",10.4631806870278
2020-04-21 23:00:00,0,2.7,52,18.4,135.73,-33.13,"scaddan",10.3937954746484
2020-04-22 00:00:00,0,3.1,54,17.6,135.73,-33.13,"scaddan",8.40976618539815
2020-04-22 01:00:00,0,3.5,39,23.8,135.73,-33.13,"scaddan",3.58675970149776
2020-04-22 02:00:00,0,3.6,38,21.7,135.73,-33.13,"scaddan",-0.214420747743551
2020-04-22 03:00:00,0,3.6,52,26.4,135.73,-33.13,"scaddan",2.12853638896192
2020-04-22 04:00:00,0,3.6,60,26.1,135.73,-33.13,"scaddan",1.92957688179323
2020-04-22 05:00:00,0,4.2,73,26.6,135.73,-33.13,"scaddan",3.04132196501713
2020-04-22 06:00:00,0,3.9,61,24,135.73,-33.13,"scaddan",3.3274278808088
2020-04-22 07:00:00,0,3.7,68,20.7,135.73,-33.13,"scaddan",3.32325042191289
2020-04-22 08:00:00,0,2.5,64,17.1,135.73,-33.13,"scaddan",4.99668479817866
2020-04-22 09:00:00,0,1.3,66,22,135.73,-33.13,"scaddan",7.5945496440476
2020-04-22 10:00:00,0,0.7,39,40.8,135.73,-33.13,"scaddan",11.5115802175102
2020-04-22 11:00:00,0,0.5,278,60,135.73,-33.13,"scaddan",18.0137014408417
2020-04-22 12:00:00,0,0.5,251,16.5,135.73,-33.13,"scaddan",20.6641249299459
2020-04-22 13:00:00,0,0.4,207,26.4,135.73,-33.13,"scaddan",21.1884872390138
2020-04-22 14:00:00,0,0.4,230,28.9,135.73,-33.13,"scaddan",23.3335718298882
2020-04-22 15:00:00,0,0.8,99,20,135.73,-33.13,"scaddan",24.1012083209575
2020-04-22 16:00:00,0,0.9,101,94,135.73,-33.13,"scaddan",24.0376014847141
2020-04-22 17:00:00,0,0.6,96,47.9,135.73,-33.13,"scaddan",21.7773520148387
2020-04-22 18:00:00,0,0.5,248,44.9,135.73,-33.13,"scaddan",21.5348711722603
2020-04-22 19:00:00,0,0.5,212,34,135.73,-33.13,"scaddan",23.7687358678927
2020-04-22 20:00:00,0,0.5,240,42.1,135.73,-33.13,"scaddan",17.8489441185564
2020-04-22 21:00:00,0,0.6,236,42,135.73,-33.13,"scaddan",17.2778620216599
2020-04-22 22:00:00,0,0.9,53,63.6,135.73,-33.13,"scaddan",12.6140944760779
2020-04-22 23:00:00,0,2.3,53,20.8,135.73,-33.13,"scaddan",6.1554743594301
2020-04-23 00:00:00,0,3.2,42,25,135.73,-33.13,"scaddan",10.5948384601503
2020-04-23 01:00:00,0,3.5,41,22.7,135.73,-33.13,"scaddan",4.81609696989007
2020-04-23 02:00:00,0,3.7,39,24.3,135.73,-33.13,"scaddan",1.2185834385489
2020-04-23 03:00:00,0,3.5,41,27.5,135.73,-33.13,"scaddan",2.35808888264324
2020-04-23 04:00:00,0,3.5,35,28,135.73,-33.13,"scaddan",3.86728915446444
2020-04-23 05:00:00,0,3.3,40,27.5,135.73,-33.13,"scaddan",1.56235815655591
2020-04-23 06:00:00,0,3.1,33,24.5,135.73,-33.13,"scaddan",4.99233041106327
2020-04-23 07:00:00,0,2.7,40,21.7,135.73,-33.13,"scaddan",7.14259882723554
2020-04-23 08:00:00,0,1.6,38,20.1,135.73,-33.13,"scaddan",8.00794494881928
2020-04-23 09:00:00,0,0.6,109,54.1,135.73,-33.13,"scaddan",12.0107468084187
2020-04-23 10:00:00,0,0.4,194,36.9,135.73,-33.13,"scaddan",10.9915577644717
2020-04-23 11:00:00,0,0.4,219,65,135.73,-33.13,"scaddan",18.4158358891073
2020-04-23 12:00:00,0,0.5,238,49.9,135.73,-33.13,"scaddan",17.3156117539587
2020-04-23 13:00:00,0,0.5,222,31.4,135.73,-33.13,"scaddan",21.3653812504181
2020-04-23 14:00:00,0,0.5,204,28.3,135.73,-33.13,"scaddan",23.9093514979393
2020-04-23 15:00:00,0,0.6,203,71,135.73,-33.13,"scaddan",25.4409291574251
2020-04-23 16:00:00,0,0.4,209,100.8,135.73,-33.13,"scaddan",22.6768195425863
2020-04-23 17:00:00,0,0.7,156,70.2,135.73,-33.13,"scaddan",24.7183154056665
2020-04-23 18:00:00,0,0.5,233,100.3,135.73,-33.13,"scaddan",23.353458280068
2020-04-23 19:00:00,0,0.5,263,80.3,135.73,-33.13,"scaddan",19.274306188547
2020-04-23 20:00:00,0,0.6,130,63.2,135.73,-33.13,"scaddan",16.8759133067408
2020-04-23 21:00:00,0,0.9,134,65,135.73,-33.13,"scaddan",15.1701259002995
2020-04-23 22:00:00,0,1.1,44,39.4,135.73,-33.13,"scaddan",15.1521922223637
2020-04-23 23:00:00,0,2.2,68,24.5,135.73,-33.13,"scaddan",9.92557383972129
2020-04-24 00:00:00,0,2.6,25,34.3,135.73,-33.13,"scaddan",8.6207869060382
2020-04-24 01:00:00,0,3.8,11,28.6,135.73,-33.13,"scaddan",5.77124369525012
2020-04-24 02:00:00,0,4.4,6,31.2,135.73,-33.13,"scaddan",3.7927895112481
2020-04-24 03:00:00,0,4.3,10,30.9,135.73,-33.13,"scaddan",2.82132761994561
2020-04-24 04:00:00,0,3.8,3,31.9,135.73,-33.13,"scaddan",-1.74711569694623
2020-04-24 05:00:00,0,3.7,2,29,135.73,-33.13,"scaddan",5.78476828157416
2020-04-24 06:00:00,0,3.2,357,29.8,135.73,-33.13,"scaddan",5.26275479857518
2020-04-24 07:00:00,0,3.2,14,26.1,135.73,-33.13,"scaddan",8.14677359316357
2020-04-24 08:00:00,0,2.3,22,21,135.73,-33.13,"scaddan",7.62635599182138
2020-04-24 09:00:00,0,2.1,21,20.9,135.73,-33.13,"scaddan",11.3984839720461
2020-04-24 10:00:00,0,1.4,358,23.4,135.73,-33.13,"scaddan",11.2293670891759
2020-04-24 11:00:00,0,0.9,3,35,135.73,-33.13,"scaddan",12.0154631655099
2020-04-24 12:00:00,0,0.5,28,38.4,135.73,-33.13,"scaddan",18.4701780559366
2020-04-24 13:00:00,0,0.8,20,72.8,135.73,-33.13,"scaddan",21.6490485622904
2020-04-24 14:00:00,0,2.3,16,26.1,135.73,-33.13,"scaddan",23.9634714494927
2020-04-24 15:00:00,0,3.2,8,25.3,135.73,-33.13,"scaddan",23.5155329313249
2020-04-24 16:00:00,0,3.7,8,24.1,135.73,-33.13,"scaddan",24.6090462528313
2020-04-24 17:00:00,0,3.5,7,22.1,135.73,-33.13,"scaddan",24.8773378638858
2020-04-24 18:00:00,0,3.5,15,21.5,135.73,-33.13,"scaddan",22.2637676388861
2020-04-24 19:00:00,0,3.5,18,21.2,135.73,-33.13,"scaddan",16.6880258355889
2020-04-24 20:00:00,0,3,8,23.2,135.73,-33.13,"scaddan",16.4579783460639
2020-04-24 21:00:00,0,3.4,4,25,135.73,-33.13,"scaddan",16.4784172534172
2020-04-24 22:00:00,0,3.5,4,25.2,135.73,-33.13,"scaddan",9.869237103758
2020-04-24 23:00:00,0,3,1,27.2,135.73,-33.13,"scaddan",8.76358560520163
2020-04-25 00:00:00,0,3.2,356,30.1,135.73,-33.13,"scaddan",6.21956171580246
2020-04-25 01:00:00,0,3.9,321,34.3,135.73,-33.13,"scaddan",5.04552058941004
2020-04-25 02:00:00,0,4.2,308,31.7,135.73,-33.13,"scaddan",2.19555318469693
